Datetime,R1,R2,R3,R4,R5,R6
16/06/2021 19:00,1.120616687,0.757327298,0.960829343,1.030192553,1.210490009,0.981480609
16/06/2021 20:00,1.280188184,0.808968751,1.008885537,1.140037231,1.294140698,1.121353799
16/06/2021 21:00,1.293933984,0.856316714,1.058225747,1.218163484,1.377699737,1.066017863
16/06/2021 22:00,1.299807364,0.87923988,1.11550898,1.24332658,1.395,1.139579372
16/06/2021 23:00,1.314669057,0.893802058,1.127703873,1.258575438,1.423502474,1.153554977
17/06/2021 00:00,1.222701776,0.827059578,1.146482024,1.031808611,1.183503266,1.078864413
17/06/2021 01:00,1.183862144,0.800259774,1.015298695,1.131646295,1.277502236,1.103259666
17/06/2021 02:00,1.110476862,0.767308622,0.975253874,1.061767338,1.186584587,0.972893538
17/06/2021 03:00,1.012307092,0.683671173,0.868146892,0.967502242,1.09437402,0.886873233
17/06/2021 04:00,0.94032196,0.635545133,0.921401456,0.898804902,1.016300384,0.822282463
17/06/2021 05:00,0.900383368,0.64473642,0.788177801,0.865470276,0.945404706,0.79338861
17/06/2021 06:00,0.90424946,0.611849951,0.775466444,0.865406788,0.977536552,0.792297105
17/06/2021 07:00,0.966488657,0.637508766,0.82915605,0.924121983,1.023018361,0.770113919
17/06/2021 08:00,0.894740443,0.54820978,0.785725666,0.855242535,0.967100659,0.785222798
17/06/2021 09:00,0.867660896,0.539564603,0.743892173,0.829209607,1.020983911,0.760030273
17/06/2021 10:00,1.090601204,0.610027994,0.916515049,0.86186485,1.124445325,0.832247051
17/06/2021 11:00,0.97346393,0.646278721,0.849802489,0.947341217,1.071434476,0.868403246
17/06/2021 12:00,1.078447091,0.728889106,0.934739995,1.132661027,1.165834229,0.950803952
17/06/2021 13:00,1.186857786,0.802268243,1.017870801,1.134211418,1.28310336,0.903848915
17/06/2021 14:00,1.25661941,0.891233288,1.204200364,1.189195857,1.358683836,1.101084965
17/06/2021 15:00,1.364804229,0.900178448,1.134034008,1.263997344,1.395,1.158531621
17/06/2021 16:00,1.283866557,0.864629651,1.109302521,1.223235196,1.38349464,1.121227312
17/06/2021 17:00,1.241414796,0.840199,1.16595681,1.188282181,1.415910955,1.088932278
17/06/2021 18:00,1.080087782,0.798243908,1.012743535,1.128772284,1.280854188,1.034488521
17/06/2021 19:00,1.241734591,0.877478339,0.959312779,1.069109706,1.227148461,0.840128626
17/06/2021 20:00,1.19477647,0.75283959,0.929316939,1.142501145,1.292251337,1.047254775
17/06/2021 21:00,1.269782232,1.018483962,1.089186439,1.213830287,1.372089911,1.112448317
17/06/2021 22:00,1.347153188,0.850716266,1.094322929,1.208886455,1.367071857,1.287306125
17/06/2021 23:00,1.326349616,0.888804084,1.127108752,1.256836989,1.421488324,1.110711591
18/06/2021 00:00,1.064989362,0.924655027,1.047365202,1.254756535,1.336539325,0.933978932
18/06/2021 01:00,1.182548648,0.797870418,1.013883014,0.964110796,1.278136424,1.035729795
18/06/2021 02:00,1.109000113,0.820238677,0.950977519,1.060034889,1.198885233,0.974721055
18/06/2021 03:00,0.992474113,0.749157513,0.867008038,0.966340471,1.112166831,0.885755959
18/06/2021 04:00,0.937731266,0.634778217,0.787290719,0.897652234,1.012300197,0.824606136
18/06/2021 05:00,0.905391583,0.611997367,0.776453861,0.864790487,0.978711629,0.793212131
18/06/2021 06:00,0.903329678,0.716681294,0.774648144,0.863452721,0.976570135,0.861557619
18/06/2021 07:00,1.014904253,0.676233749,0.829841986,0.893810434,1.04597807,0.847485021
18/06/2021 08:00,0.895179675,0.605420659,0.810441267,0.856134555,0.968896501,0.784695279
18/06/2021 09:00,1.045594079,0.660798964,0.744880915,0.830221955,0.938972685,0.758027603
18/06/2021 10:00,0.862698281,0.610192296,0.774199078,0.862882398,0.918306104,0.768911172
18/06/2021 11:00,0.992255028,0.851880017,0.850961511,1.024602324,1.07161372,0.759455706
18/06/2021 12:00,1.079400926,0.731971386,0.927083964,1.031752835,1.17521982,1.107436769
18/06/2021 13:00,1.395,0.802808288,0.889740253,1.135266185,1.284074849,1.040511474
18/06/2021 14:00,1.368713781,0.943975925,1.105806054,1.288182936,1.393843508,1.281854386
18/06/2021 15:00,1.295327832,1.103850019,1.264602657,1.305826451,1.470963638,1.181884336
18/06/2021 16:00,1.280058743,0.86525651,1.097748311,1.23178909,1.339484827,1.121558307
18/06/2021 17:00,1.270118491,0.858009143,1.091539728,1.213945551,1.395,0.962683094
18/06/2021 18:00,1.200553349,0.811547987,1.028970638,1.147511769,1.362661691,1.010998362
18/06/2021 19:00,1.05623873,0.761520872,1.072834946,1.076858696,1.217521233,0.98699357
18/06/2021 20:00,1.244982743,0.813207663,0.973927111,1.011226941,1.301396477,1.054210688
18/06/2021 21:00,1.270788329,0.859310267,1.090697842,1.215216627,1.374388504,1.113862158
18/06/2021 22:00,1.235189506,0.834904773,1.065485031,1.175596819,1.335380225,1.082504513
18/06/2021 23:00,1.318902067,0.890955991,1.13140255,1.260669524,1.426092721,1.017737547
19/06/2021 00:00,1.225590458,0.771198805,1.05099232,1.066486798,1.225927701,1.253502833
19/06/2021 01:00,1.28306192,0.812613697,1.020301701,1.137213848,1.286107888,1.042326408
19/06/2021 02:00,1.116392547,0.754629508,0.926547764,1.067073551,1.206846002,0.842247917
19/06/2021 03:00,1.020226307,0.688125156,0.872994877,0.973077872,1.100615126,0.891917636
19/06/2021 04:00,0.945227564,0.639109656,0.924199367,0.903680542,1.0220411,0.732491675
19/06/2021 05:00,0.917596481,0.621406474,0.735453386,0.877166977,0.976381419,0.797375828
19/06/2021 06:00,0.908376076,0.615474684,0.778995327,0.868360909,0.981992988,0.795769509
19/06/2021 07:00,0.96408897,0.661789461,0.839606071,1.070737132,1.017605665,0.857759875
19/06/2021 08:00,0.93129358,0.602821806,0.765760199,0.85238455,0.964159984,0.781352386
19/06/2021 09:00,0.884844585,0.773419005,0.759295218,0.744541575,0.949634858,0.77164564
19/06/2021 10:00,0.975900322,0.659557524,0.836777896,0.933322231,1.055417494,0.854884917
19/06/2021 11:00,0.989889748,0.829676474,0.87075002,0.958481673,1.156971102,0.878578414
19/06/2021 12:00,1.106389885,0.736144953,0.93434227,1.041537196,1.137767994,1.016367147
